title,genres,vote_average,adult,runtime
Monster High: Friday Night Frights,"Animation, Family",6.0,False,46.0
"Monster High: Frights, Camera, Action!","Family, Animation, Fantasy",6.4,False,72.0
Monster High: Escape from Skull Shores,"Animation, Family, Fantasy",6.3,False,45.0
Monster High: Why Do Ghouls Fall in Love?,"Fantasy, Animation",5.9,False,45.0
Monster High: Ghouls Rule,"Animation, Family",6.6,False,70.0
For a Few Bullets,"Comedy, Mystery, Action, Romance, Adventure",7.0,False,115.0
Bleeding Hearts,Horror,2.0,False,0.0
In the Forests of Siberia,"Drama, Adventure",7.3,False,105.0
LoveDeath,"Action, Thriller",7.0,False,158.0
Sars Wars: Bangkok Zombie Crisis,"Action, Comedy, Fantasy, Horror",5.7,False,95.0
"Wax, or the Discovery of Television Among the Bees","Documentary, Science Fiction",2.5,False,85.0
"In the Meantime, Darling","Comedy, War",5.0,False,72.0
Spider-Plant Man,Comedy,5.5,False,15.0
You Were Meant for Me,Music,6.0,False,92.0
Patti Cake$,Drama,6.9,False,108.0
Ed Gein,"Crime, Drama, Horror, Thriller",4.8,False,89.0
A Letter for Evie,"Romance, Comedy",7.0,False,89.0
The Dream of a Ridiculous Man,Animation,6.2,False,20.0
World Cinema,Comedy,0.0,False,3.0
Dialogues,,8.0,False,0.0
Moonlight Tariff,Comedy,5.0,False,93.0
Urok literatury,"Comedy, Drama",7.0,False,75.0
23 Blast,Drama,6.1,False,98.0
Loveless,Drama,7.8,False,128.0
Dig Two Graves,"Mystery, Thriller, Fantasy",5.3,False,85.0
Stefan Zweig: Farewell to Europe,"Drama, History",7.3,False,106.0
Metamorphosis,"Fantasy, Drama",1.0,False,80.0
Hatred,"War, Drama, History",7.8,False,150.0
Mommies,"Comedy, Drama",5.1,False,102.0
Vampire,"Drama, Horror, Thriller",5.3,False,120.0
Height,"Romance, Drama, Comedy",7.3,False,94.0
Desirable,"Romance, Drama",6.0,False,68.0
Dolly Parton's Christmas of Many Colors: Circle of Love,"Drama, Family",6.2,False,0.0
Dr. Monica,Drama,6.0,False,53.0
Holiday For Lovers,,0.0,False,103.0
The Lost World,"Adventure, Fantasy, Science Fiction",6.6,False,150.0
Journey Back to Christmas,"TV Movie, Drama",5.6,False,84.0
SuperBobrovs,Comedy,6.1,False,95.0
The Challenge... A Tribute to Modern Art,Documentary,0.0,False,104.0
The Harvest of Sorrow,,0.0,False,102.0
Make Way For A Lady,Comedy,5.0,False,65.0
Moonlight in Vermont,"Romance, TV Movie",7.3,False,90.0
Rafter Romance,"Comedy, Romance",6.5,False,73.0
Ramona,"Drama, Romance",6.0,False,84.0
The Seven Year Hitch,"Comedy, Romance",5.2,False,86.0
The Two Worlds of Jennie Logan,"Romance, Drama",2.0,False,94.0
Carmencita,Documentary,4.9,False,1.0
Handsome: A Netflix Mystery Movie,Comedy,5.7,False,81.0
Batman & Bill,Documentary,7.7,False,93.0
Conversations with God,Drama,6.5,False,109.0
Atelier Fontana,Drama,6.0,False,200.0
Stingray,"Mystery, TV Movie, Crime",0.0,False,90.0
A Billion Lives,Documentary,9.5,False,94.0
Officers,"Drama, Romance",7.4,False,96.0
All Inclusive 2,Comedy,3.9,False,95.0
Sagan,Drama,5.4,False,180.0
A Gift with a Character,"Comedy, Family",6.3,False,88.0
Mixed Feelings,Comedy,3.3,False,100.0
Scandal: Sex@students.edu,,4.0,False,0.0
8 New Dates,"Romance, Comedy",6.4,False,86.0
The Dawns Here Are Quiet,"Drama, War",6.5,False,120.0
Het Bombardement,"Romance, Drama, War",4.6,False,100.0
Peasants,Drama,5.1,False,94.0
The Republic of ShKID,"Family, Comedy",6.4,False,103.0
For the Good of Others,"Thriller, Drama",5.8,False,102.0
Courier to the East,Action,6.0,False,88.0
Vysotsky: Thank God I'm Alive,Drama,5.9,False,127.0
As the Gods Will,"Thriller, Horror",7.1,False,117.0
"Ashley Madison: Sex, Lies and Cyber Attacks",Documentary,5.7,False,46.0
Walking Tall: Lone Justice,"Action, Thriller, Crime, Drama",5.2,False,95.0
Sea Wolf,,4.9,False,180.0
The Comedian,Comedy,5.6,False,120.0
Monolith,"Drama, Thriller",6.1,False,83.0
After the Reality,"Comedy, Drama, Family",6.0,False,85.0
Godspeed,"Drama, Crime, Comedy, Thriller",6.3,False,111.0
Dark Exorcism,Horror,4.4,False,81.0
Dusk,"Drama, Thriller",5.9,False,91.0
Dark Heart AKA Wagstaffe,"Drama, Crime",6.0,False,120.0
The Axe Murders of Villisca,Horror,4.9,False,78.0
Another Year,Drama,6.7,False,107.0
Petersburg: Only for Love,"Drama, Romance, Comedy",7.7,False,111.0
Pioneer Heroes,Drama,8.0,False,116.0
Two Days,"Romance, Drama",5.0,False,90.0
Monster a-Go Go,"Science Fiction, Horror",2.3,False,70.0
Bugs,Documentary,0.0,False,75.0
Istanbul Tales,Drama,8.5,False,99.0
Delisin,,0.0,False,75.0
Back to You and Me,"Drama, Romance",2.7,False,92.0
The Shocking Miss Pilgrim,"Comedy, Music, Romance",6.3,False,85.0
Blackout,Documentary,6.7,False,53.0
Women vs. Men,Comedy,4.5,False,90.0
Love and the City 3,Comedy,4.4,False,79.0
"King, Queen, Knave","Comedy, Mystery",5.0,False,104.0
The Last Adventure,"Romance, Adventure, Drama",6.4,False,112.0
Mister Designer,"Drama, Fantasy, Mystery",4.5,False,103.0
A Long and Happy Life,Drama,6.3,False,77.0
Help Gone Mad,"Comedy, Foreign",4.8,False,119.0
Kolya - Rolling Stone,"Comedy, Drama",6.2,False,93.0
Cloud Heaven,"Comedy, Drama",5.9,False,76.0
Princess Goldilocks,"Adventure, Family, Fantasy, Romance",6.0,False,74.0
Nightshift,,7.0,False,95.0
Touch and Go,"Drama, Romance",7.1,False,101.0
The Stroller Strategy,Comedy,5.4,False,90.0
The Year of Getting to Know Us,"Comedy, Drama",4.4,False,90.0
Sucker,Comedy,5.8,False,90.0
Totally Blonde,Comedy,4.3,False,94.0
Snow,"Comedy, Family",6.9,False,120.0
Wild Roomies,"Comedy, Drama, Romance",5.3,False,88.0
Wingman Inc.,"Romance, Comedy",3.8,False,106.0
Weekend Pass,Comedy,4.0,False,88.0
Under New Management,"Drama, Action, Comedy, Thriller, Crime, Romance",6.0,False,87.0
Still Not Quite Human,,5.2,False,84.0
Take Away,"Comedy, Family",5.2,False,88.0
The Yankles,Comedy,7.0,False,115.0
Somebody's Hero,"Comedy, Family, Romance",6.1,False,0.0
The Divided Heaven,"Drama, Romance",6.3,False,116.0
Waltzing Anna,"Drama, Comedy",7.0,False,108.0
Triumph's Summer Election Special 2016,"Comedy, Documentary",8.5,False,65.0
Subdivision,"Drama, Comedy",6.3,False,100.0
Saved by the Bell: Hawaiian Style,Comedy,5.2,False,92.0
Project: ALF,"Comedy, Family, Science Fiction",5.1,False,95.0
Ski School 2,Comedy,4.7,False,92.0
School for Seduction,"Comedy, Drama, Romance",6.0,False,104.0
School Of Life,"Comedy, Drama, Family",6.1,False,111.0
Puck Hogs,Comedy,4.5,False,90.0
The Princess & the Marine,"Drama, Romance",5.9,False,100.0
Plain Clothes,"Comedy, Thriller, Mystery, Romance",7.6,False,98.0
Popcorn,"Comedy, Horror",5.5,False,90.0
The Prime Gig,"Drama, Romance",5.6,False,98.0
Pretty Cool Too,Comedy,4.8,False,88.0
Shut Up and Kiss Me!,"Action, Romance, Comedy",4.3,False,101.0
Second String,"TV Movie, Comedy, Drama",7.0,False,100.0
Secret Santa,"TV Movie, Family, Romance",5.1,False,0.0
Short Track,"Action, Drama",6.5,False,100.0
Reverse Runner,,5.4,False,86.0
Not Quite Human,"Comedy, Family, Science Fiction",5.3,False,97.0
Nearing Grace,"Drama, Romance",5.5,False,105.0
One Last Thing...,"Comedy, Crime, Drama",5.9,False,96.0
The Night Before,Comedy,7.4,False,85.0
The Matrix Revisited,Documentary,6.7,False,123.0
Love at First Hiccup,"Comedy, Romance",5.4,False,85.0
Love Hurts,"Comedy, Romance",5.3,False,95.0
Miracle Beach,"Fantasy, Comedy, Science Fiction, Romance",5.6,False,88.0
Love and Mary,"Comedy, Romance",5.3,False,104.0
Once a Thief,"Action, Crime, Thriller",4.8,False,96.0
Meant To Be,"Comedy, Romance",4.4,False,90.0
Man Maid,"Comedy, Romance",7.0,False,0.0
Perfect Opposites,"Comedy, Drama, Romance",4.8,False,90.0
Michel Vaillant,"Action, Drama",5.1,False,103.0
Looking for Kitty,"Comedy, Drama",4.9,False,95.0
Not Quite Human II,,7.1,False,91.0
Meet The Santas,"Family, Comedy, Fantasy",4.2,False,96.0
Nature of the Beast,"Comedy, Horror, Romance, Thriller",5.3,False,90.0
Outside Sales,"Comedy, Romance",8.0,False,90.0
Oesje!,,7.5,False,0.0
The High Schooler's Guide to College Parties,Comedy,5.0,False,90.0
George of the Jungle 2,"Adventure, Comedy, Family",3.9,False,87.0
Last Call,Comedy,3.7,False,81.0
Laid in America,Comedy,6.2,False,86.0
Growing Op,"Comedy, Drama, Romance",6.5,False,100.0
Reel Love,"Drama, Comedy, Romance",5.1,False,90.0
The In Crowd,"Drama, Music, Romance",5.3,False,95.0
Late Last Night,,3.5,False,90.0
Heavy Petting,"Comedy, Romance",3.8,False,92.0
Giving It Up,"Comedy, Romance",4.4,False,90.0
Family Ties Vacation,"Comedy, Family",4.7,False,90.0
Knots,"Comedy, Romance",5.0,False,93.0
General Education,Comedy,4.5,False,94.0
Fast Girl,"Drama, Family",4.0,False,95.0
Justin Time,"Adventure, Fantasy, Action, Science Fiction, Family",7.0,False,95.0
Heber Holiday,"Comedy, Romance",5.2,False,98.0
Large,Comedy,6.0,False,78.0
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,Comedy,8.4,False,61.0
The Last Man on Earth,"Science Fiction, Comedy, Romance",7.0,False,90.0
Hector,Comedy,7.6,False,90.0
Knight Rider,,5.6,False,110.0
Cheats,"Comedy, Family",5.6,False,86.0
Cowboys & Angels,"Comedy, Drama, Foreign",5.9,False,89.0
The Dukes of Hazzard: The Beginning,"Action, Adventure, Comedy",4.8,False,95.0
Drumline: A New Beat,"Music, Comedy, Drama",5.8,False,101.0
Casual Encounters,Comedy,4.0,False,82.0
Coming & Going,"Comedy, Romance",6.5,False,92.0
Costa Rican Summer,Comedy,4.0,False,89.0
Chris Rock: Never Scared,Comedy,7.8,False,91.0
Dolphins,"Action, Drama",4.2,False,0.0
Christmas Mail,"Comedy, Family",5.0,False,89.0
Demolition University,"Action, Thriller",5.3,False,90.0
Crystal Heart,"Drama, Music, Romance",7.0,False,103.0
Cupid's Balls,Comedy,5.3,False,100.0
Breakfast With Jonny Wilkinson,Comedy,6.3,False,0.0
Deal of a Lifetime,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family",7.7,False,94.0
Counterstrike,"Action, Adventure, Thriller, Drama",5.5,False,96.0
Counting Backwards,Romance,7.0,False,89.0
Before You Say 'I Do',"Comedy, Romance, Drama, Fantasy, TV Movie",5.2,False,87.0
A la mala,Comedy,7.0,False,99.0
Alchemy,"Comedy, Romance",5.3,False,86.0
Backwards,Drama,6.1,False,89.0
Abel's Field,Drama,6.8,False,104.0
Bank$tas,Comedy,5.8,False,80.0
A Heartbeat Away,Comedy,4.6,False,91.0
A Bela e o Paparazzo,"Comedy, Romance",6.9,False,0.0
Blue Eyelids,"Drama, Foreign, Romance",5.9,False,98.0
Abel,"Drama, Comedy",6.7,False,83.0
Permission,"Comedy, Romance",0.0,False,96.0
A,"Documentary, Foreign",0.0,False,136.0
A2,"Documentary, Foreign",0.0,False,131.0
My Honor Was Loyalty,"Drama, War",4.3,False,116.0
Tamala 2010: A Punk Cat in Space,"Animation, Comedy, Science Fiction",7.6,False,92.0
The Saddest Boy in the World,"Drama, Foreign",5.9,False,13.0
A Tale of Lost Times,"Fantasy, Comedy, Family",6.3,False,76.0
Кентервильское привидение,Animation,4.5,False,
The Sorcerer's Apprentice,"Animation, Drama",7.4,False,82.0
Ismael's Ghosts,"Drama, Romance, Thriller",5.5,False,110.0
Boj S Tenyu 2: Revansh,Action,5.6,False,135.0
22 Minutes,"Crime, Action",5.1,False,90.0
Parliament Funkadelic: One Nation Under a Groove,,0.0,False,0.0
Ghost,"Family, Comedy",6.0,False,90.0
The One,"War, Drama",6.0,False,110.0
Семь кабинок,,4.5,False,
Little Man,Comedy,6.3,False,13.0
The State Counsellor,"Action, Crime, Drama, Mystery",5.6,False,134.0
Dark World: Equilibrium,"Adventure, Fantasy",4.1,False,95.0
The Hunter's Prayer,"Action, Thriller",5.5,False,91.0
Easy on the Eyes,"Comedy, Science Fiction",3.9,False,83.0
Alive in Joburg,Science Fiction,7.0,False,6.0
Toyland,"Drama, War",6.4,False,13.0
Lucky Island,"Comedy, Adventure",4.5,False,82.0
Bodywork,,6.0,False,92.0
Revenge,Drama,5.6,False,100.0
The Terror of Tiny Town,"Comedy, Western",1.0,False,62.0
He Even Has Your Eyes,Comedy,6.3,False,95.0
Irwin & Fran 2013,,0.0,False,83.0
Survivor,"Action, Horror, Science Fiction",0.0,False,
Beatriz at Dinner,"Comedy, Drama",6.3,False,83.0
Red Hollywood,,5.0,False,90.0
The Black Room,Horror,3.8,False,91.0
Get Me Roger Stone,Documentary,7.3,False,100.0
AfterDeath,"Horror, Mystery, Thriller",4.1,False,88.0
The Bolshoi,,6.4,False,132.0
To The Stars By Hard Ways,Science Fiction,5.0,False,148.0
Rock n' Roll Nerd,"Comedy, Music, Documentary",6.1,False,89.0
Bangkok Hilton,Drama,6.3,False,265.0
The Scarlet Flower,"Animation, Fantasy",5.4,False,42.0
Tail Gunner Joe,"TV Movie, Drama",5.0,False,145.0
Life Cycles,Documentary,8.8,False,47.0
Kiss at Pine Lake,"TV Movie, Romance",6.3,False,105.0
The Deserters,"War, Comedy",9.0,False,155.0
Perth: The Geylang Massacre,"Drama, Action, Foreign",4.0,False,106.0
Paris à tout prix,Comedy,6.3,False,95.0
Day of the Full Moon,Drama,5.0,False,93.0
Casper: A Spirited Beginning,"Comedy, Family",5.0,False,90.0
13 Curses,"Horror, Thriller",6.0,False,108.0
Mia and the Migoo,"Animation, Family, Foreign",5.9,False,91.0
T2 3-D: Battle Across Time,,7.0,False,12.0
Совершенно серьезно,,7.0,False,
White Bim Black Ear,Drama,6.9,False,0.0
A Man with Warranty,"Comedy, Romance",6.7,False,90.0
8 First Dates,Comedy,7.3,False,93.0
Stone,Thriller,4.5,False,90.0
Paris Express,"Comedy, Action, Crime",4.6,False,90.0
Payback: Straight Up,"Action, Crime, Drama",6.8,False,90.0
No Need to Grieve,Comedy,5.9,False,91.0
Hooked on the Game 2. The Next Level,"Action, Science Fiction",5.1,False,0.0
We Are from the Future 2,"War, Fantasy, Action, Drama",5.2,False,101.0
World Builder,,7.0,False,9.0
Lovey-Dovey 2,"Comedy, Fantasy",3.9,False,100.0
Love and the City 2,"Comedy, Romance",5.9,False,93.0
The Interceptor,"Thriller, Science Fiction, Action",4.4,False,90.0
Hooked on the Game,"Action, Science Fiction",6.0,False,97.0
God of Gamblers,"Action, Comedy, Drama",6.6,False,126.0
Sea Monsters: A Prehistoric Adventure,Documentary,6.1,False,40.0
Nightmare City 2035,Science Fiction,4.5,False,0.0
High Security Vacation,"Comedy, Action",6.4,False,115.0
Boone: The Bounty Hunter,Action,6.3,False,86.0
Pitbull Tough Women,"Action, Crime, Drama",6.3,False,135.0
Pigs,Action,8.4,False,104.0
Psy II: Ostatnia krew,Action,8.0,False,100.0
Demons of War,"Drama, War",6.5,False,93.0
Despicable Me 3,"Action, Animation, Adventure, Family, Comedy",6.2,False,96.0
The Last Family,Drama,7.4,False,124.0
Karbala,"War, Drama",5.2,False,115.0
Lucifer,Drama,5.8,False,108.0
Walpurgis,,0.0,False,0.0
Shivering Trunks,,0.0,False,4.0
War Don Don,"Crime, Documentary",0.0,False,83.0
Restart,Drama,0.0,False,
"Oh, Bomb!","Music, Comedy, Action, Crime",10.0,False,95.0
The Salamander,"Drama, Comedy",7.4,False,125.0
Bachelor Games,"Action, Comedy, Adventure, Thriller, Horror",5.3,False,86.0
We Are X,"Music, Documentary",6.5,False,92.0
Rock Dog,"Adventure, Animation, Comedy, Family, Music",5.8,False,90.0
Юленька,"Thriller, Drama, Horror",5.0,False,102.0
Last Year's Snow Was Falling,"Animation, Comedy, Family, Fantasy",6.4,False,20.0
Nevalyashka,"Comedy, Action",7.4,False,90.0
D Day,Action,5.8,False,100.0
Investigation Held by Kolobki,Animation,6.3,False,0.0
Karlson Returns,"Adventure, Animation, Family",6.9,False,20.0
Vacations in Prostokvashino,Animation,5.4,False,18.0
Winter in Prostokvashino,Animation,5.8,False,16.0
The Godfather Trilogy: 1972-1990,,8.8,False,583.0
Peculiarities of the National Hunt in the Winter,Comedy,6.1,False,100.0
Guardian Angels,"Action, Comedy, Thriller, Crime",6.0,False,110.0
The Adventures of Buratino,"Family, Adventure, Animation, Fantasy",4.4,False,67.0
Bayou,Drama,0.0,False,83.0
The Levelling,Drama,5.9,False,83.0
Clown Service,Comedy,0.0,False,14.0
Ludo,Horror,6.0,False,90.0
Jasmine Women,"Drama, Family, Romance",8.1,False,130.0
The Saga of Biorn,"Animation, Comedy",6.3,False,7.0
The New Tenants,,6.6,False,20.0
The Necktie,Animation,6.7,False,12.0
Tracktown,Drama,4.5,False,88.0
Nobody Knows Sex,Comedy,4.0,False,95.0
"There's Good Weather in Deribasovskaya, Or It's Raining Again in Brighton Beach","Crime, Comedy, Action",5.0,False,91.0
"Hello, I'm Your Aunt!",Comedy,7.4,False,98.0
My Son,,7.0,False,109.0
Picnic,"Foreign, Drama, Fantasy",6.2,False,72.0
Simon's Cat,,7.0,False,2.0
Mythbusters Holiday Special,,7.5,False,44.0
Little Forest: Summer/Autumn,Drama,8.3,False,111.0
Adventures of Captain Wrongel,"Animation, Comedy, Adventure, Action",7.6,False,117.0
Loneliness in the Net,"Drama, Romance",4.0,False,124.0
Ares,"Drama, Thriller, Science Fiction",6.5,False,80.0
The Loves of Hercules,"Adventure, Fantasy",4.2,False,98.0
S&Man,Horror,4.9,False,84.0
Roommates Wanted,Comedy,6.3,False,97.0
Lettre d'une inconnue,Drama,0.0,False,0.0
Bleach: The DiamondDust Rebellion,"Action, Animation, Adventure, Drama",6.5,False,95.0
Reconversão,Documentary,5.0,False,68.0
Wolf Hall,,8.2,False,360.0
King Charles III,Drama,6.8,False,89.0
The Game of Truth,"Comedy, Drama",5.2,False,90.0
Karlsson on the Roof,"Family, Animation",3.3,False,77.0
The Rifleman of the Voroshilov Regiment,"Drama, Action, Crime",6.9,False,95.0
Supermassive Black Holes,Documentary,7.0,False,
From 180 & Taller,"Comedy, Romance",3.2,False,93.0
Antikiller 2: Antiterror,,4.0,False,125.0
The Heat,"Comedy, Romance",3.2,False,95.0
Law of Corruption,"Action, Crime, Drama",4.1,False,117.0
The Jack Bull,"TV Movie, Action, Drama, Western",6.5,False,116.0
Too Young to Die?,"Crime, Drama",5.2,False,92.0
Sexy boys,Comedy,4.5,False,0.0
The Charge,"Action, Drama, Romance",5.0,False,116.0
Comrades in Arms,"Adventure, Action",3.5,False,0.0
The Nude,"Romance, Drama",6.0,False,109.0
Space Station 3D,Documentary,6.1,False,47.0
The Dovekeepers,Drama,4.3,False,180.0
Mommy Dead and Dearest,Documentary,7.2,False,82.0
Alcoholist,"Drama, Thriller",0.0,False,105.0
Andersonville,"War, Drama",6.3,False,167.0
Tickling Giants,Documentary,8.2,False,111.0
More Than a Secretary,"Comedy, Romance",6.5,False,77.0
Dead Awake,"Horror, Thriller",5.3,False,99.0
Antikiller D.K,"Mystery, Action",4.6,False,91.0
Live and Remember,"Drama, War",4.3,False,100.0
Platon,Drama,4.8,False,0.0
Peculiarities of the National Ice Fishing,Comedy,5.7,False,76.0
Notre Dame de Paris,"History, Music, Drama, Romance",8.0,False,150.0
Polar Opposites,Action,3.0,False,0.0
Assassin's Creed: Lineage,"Action, Drama, History",6.6,False,36.0
The Secret Life of Chaos,Documentary,6.5,False,60.0
The Spy,"Action, Thriller",4.6,False,99.0
Ticket to Vegas,"Adventure, Comedy",3.9,False,92.0
Portal: No Escape,"Action, Science Fiction",7.0,False,7.0
Cancel Christmas,"Family, Fantasy",5.3,False,87.0
The Double,Comedy,4.6,False,85.0
The Private Life of Plants,Documentary,8.1,False,292.0
Игра на выбывание,,6.0,False,386.0
Pirates: Blood Brothers,"Action, Adventure",6.1,False,360.0
Bummer 2,"Action, Crime",5.9,False,115.0
Genius,"Drama, Comedy, Crime",5.7,False,162.0
"Hello, We Are Your Cover!",Comedy,6.0,False,96.0
Mechenosets,"Action, Romance, Thriller, Science Fiction",5.6,False,0.0
Countdown,"Action, Thriller",5.3,False,110.0
Peculiarities of the National Politics,Comedy,4.1,False,86.0
Body to Body,Thriller,7.0,False,101.0
Patrioticheskaya Komediya,"Comedy, Drama",4.0,False,109.0
Dead Weight,Comedy,6.3,False,107.0
The Adventures of the Electronic,"Family, Science Fiction, Adventure",4.6,False,215.0
Don't Even Think,"Comedy, Crime",4.8,False,82.0
Red Bells Part I: Mexico on Fire,"Drama, Western",1.0,False,135.0
Men's Games,"Drama, Action",7.0,False,68.0
Drive,"Action, Adventure, Science Fiction, Comedy",6.6,False,100.0
Bella Mafia,"Drama, Crime",6.0,False,117.0
А поутру они проснулись,"Drama, Comedy",4.5,False,0.0
Львиная доля,,4.0,False,0.0
Paragraph 78: Film One,"Thriller, Action, Science Fiction",6.3,False,88.0
Kilometer Zero,"Action, Crime, Romance",4.0,False,87.0
Lovey-Dovey,"Comedy, Fantasy",3.6,False,100.0
Каменная башка,"Action, Drama",4.0,False,
Vovka in the Kingdom of Far Far Away,"Adventure, Animation, Family, Fantasy",4.9,False,19.0
"Film, Film, Film","Comedy, Animation",6.1,False,20.0
Olympia 52,,0.0,False,82.0
"Mary Poppins, Goodbye","Family, Fantasy",5.1,False,141.0
In the Blood,Drama,6.0,False,104.0
The Midwife,"Comedy, Drama",6.2,False,117.0
Odd Job,"Action, Comedy",6.2,False,107.0
A Family Man,Drama,6.7,False,108.0
Paris Can Wait,"Drama, Romance",6.4,False,92.0
The Wizard of Lies,"Crime, Drama, History, TV Movie",6.6,False,133.0
The Diaries of a School Principal,"Family, Drama",0.0,False,0.0
Newsmakers,"Action, Thriller, Crime, Drama",5.6,False,107.0
National Geographic: Journey to the Edge of the Universe,Documentary,7.2,False,91.0
Caravaggio,"Drama, History",7.0,False,0.0
Phenomenon II,"Drama, Science Fiction",5.7,False,120.0
Adventures of Mowgli: The Kidnapping,"Adventure, Animation, Family",7.3,False,0.0
The Other Side,Animation,5.5,False,8.0
Racketeer,"Crime, Drama, Action",5.0,False,80.0
Sappho,"Drama, Romance",4.2,False,86.0
Hitler's Kaput!,Comedy,3.6,False,99.0
The Invincible,Action,4.7,False,114.0
Michou d'Auber,"Drama, Thriller",6.1,False,124.0
"Chelovek, kotoryy znal vsyo","Comedy, Science Fiction, Drama, Fantasy",6.0,False,106.0
Longitude,"TV Movie, Drama, History",7.3,False,198.0
The Black Hole,"Science Fiction, Thriller, TV Movie",3.4,False,90.0
Kiss through the Wall,"Comedy, Romance, Drama",4.0,False,90.0
Strayed,Thriller,3.0,False,91.0
The Priest,"Drama, History, War",5.7,False,129.0
Avatar: Creating the World of Pandora,Documentary,5.8,False,0.0
Good Intentions,Comedy,5.0,False,85.0
Путь к себе,Romance,7.0,False,
Glukhar v kino,,5.9,False,0.0
Evil Angel,"Horror, Thriller",4.7,False,123.0
Star Runners,"TV Movie, Horror, Science Fiction",5.2,False,88.0
Out Of Order,Comedy,6.0,False,82.0
Office Romance. Our time,"Comedy, Romance",4.1,False,88.0
Bablo,"Action, Crime",6.8,False,89.0
A Quiet Outpost,"Drama, Action, War",4.4,False,90.0
All Inclusive ili Vsyo Vklyucheno,"Comedy, Romance",5.0,False,93.0
Kunskapens pris - balladen om den vilsne vandraren,"Music, Science Fiction",7.0,False,20.0
A Detective Story,"Science Fiction, Animation",7.2,False,10.0
Beyond,"Science Fiction, Animation",7.5,False,13.0
World Record,"Science Fiction, Animation",7.1,False,10.0
Final Flight of the Osiris,"Science Fiction, Action, Animation",7.0,False,9.0
August. Eighth,"Action, Drama",6.0,False,120.0
That still Karloson!,"Comedy, Fantasy, Family",3.5,False,80.0
Kid's Story,"Science Fiction, Animation",7.2,False,15.0
Program,"Science Fiction, Animation",6.9,False,7.0
Robotropolis,"Adventure, Action, Thriller, Science Fiction",3.3,False,90.0
Solovey-Razboynik,"Action, Adventure, Comedy",5.8,False,87.0
The Billionaire,"Drama, Romance, Comedy",7.1,False,124.0
The Jungle,"Comedy, Adventure, Romance",5.5,False,80.0
Ghost Recon: Alpha,"Action, Science Fiction, Thriller, War",7.5,False,24.0
The Storm Gate,"Drama, History",6.8,False,208.0
Diversant,,4.4,False,0.0
The Idiot,TV Movie,7.0,False,550.0
The Infinite Worlds of H.G. Wells,"Drama, Science Fiction, Romance",7.0,False,88.0
Botsman i Popugay,"Animation, Comedy, Family",7.0,False,48.0
The Day of the Triffids,"Science Fiction, Thriller, Action, Horror",5.6,False,178.0
"Lisa, Lisa","Horror, Thriller",5.1,False,68.0
Willie Dynamite,"Crime, Drama",6.3,False,102.0
Cat in the Brain,"Comedy, Horror",5.5,False,93.0
My Breakfast with Blassie,Comedy,5.3,False,60.0
Ed Wood: Look Back in Angora,Documentary,8.5,False,53.0
Donald in Mathmagic Land,"Animation, Fantasy",6.8,False,27.0
One Thousand and One Nights,"Animation, Drama, Fantasy",8.1,False,128.0
I Eat Your Skin,Horror,3.0,False,84.0
The Tune,"Animation, Comedy, Music",6.2,False,69.0
Hair High,"Horror, Animation, Comedy",7.4,False,78.0
Hitler's Folly,"Comedy, Animation",3.4,False,67.0
Revengeance,"Comedy, Action, Animation",8.0,False,71.0
Grim Prairie Tales,"Western, Horror",6.8,False,86.0
"The Barbaric Beast of Boggy Creek, Part II","Thriller, Horror, Drama, Mystery",2.3,False,94.0
Deadly Weapons,"Crime, Drama",3.6,False,75.0
William S. Burroughs: Commissioner of Sewers,Documentary,7.0,False,60.0
Irene,"Comedy, Romance",6.5,False,101.0
In Search of Ancient Astronauts,Documentary,10.0,False,0.0
The Killing of Satan,"Horror, Action",5.0,False,90.0
The Velvet Underground and Nico,"Music, Documentary",7.5,False,70.0
Henry Miller Asleep & Awake,Documentary,0.0,False,35.0
SST: Death Flight,"Thriller, TV Movie, Drama, Action",3.5,False,89.0
Mighty Jack,,2.0,False,90.0
Time of the Apes,,4.3,False,97.0
The Slime People,"Horror, Science Fiction",2.5,False,76.0
Robot Holocaust,Science Fiction,2.1,False,79.0
Rocket Attack U.S.A.,Thriller,1.6,False,68.0
Blame!,"Action, Animation, Drama, Horror, Science Fiction",6.7,False,106.0
Jungle Goddess,"Romance, Action, Adventure, Crime",2.5,False,62.0
Lost Continent,Science Fiction,2.0,False,83.0
The Hellcats,"Action, Thriller",1.0,False,90.0
King Dinosaur,"Horror, Science Fiction",1.4,False,63.0
Extraterrestrial Visitors,"Horror, Science Fiction",2.2,False,84.0
Daddy-O,,2.0,False,74.0
The Amazing Colossal Man,Science Fiction,4.1,False,80.0
The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,Adventure,2.0,False,66.0
Star Force: Fugitive Alien II,Science Fiction,1.0,False,0.0
Hercules Unchained,"Fantasy, Action",5.2,False,98.0
Hercules and the Captive Women,Adventure,3.9,False,101.0
Manhunt in Space,"Science Fiction, Adventure, Family",1.0,False,78.0
Crash of Moons,"Action, Adventure, Science Fiction",3.0,False,78.0
The Eye Creatures,"Horror, Science Fiction, TV Movie",2.1,False,80.0
The Rebel Set,Drama,2.0,False,72.0
The Human Duplicators,Science Fiction,2.0,False,80.0
Labors of Hercules,"Fantasy, Adventure",5.0,False,104.0
